INSERT INTO `zhiyezhuang_tagindex` VALUES('1','唐山工作服定做','2','2023','160','7','99','1341824530','1339732001','1261761377');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1129','天津劳保服工作服厂家','0','4','1','0','3','1339732327','1337605345','1330494634');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1130','天津劳保服工作','0','3','1','1','2','1339117197','1337711305','1330494634');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1131','天津工作服，','0','3','1','0','0','1340432861','1340432861','1330494657');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1132','服  饰  文  化','3','3','1','1','2','1339116830','1337907686','1330682729');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1133','精选套装','3','2','2','0','1','1339116937','1337493758','1330683341');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1134','百搭风衣轻松换季','3','4','1','0','2','1341687547','1339116594','1330683487');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1135','商务网站','0','3','1','1','2','1339117076','1337907686','1330690785');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1136','威龙','0','2','1','0','1','1338622178','1337633968','1330690785');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1137','国际互联网','0','2','1','0','1','1339116895','1337537064','1330690785');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1138','职业装（9）','0','4','1','0','0','1341686692','1341686692','1330690819');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1139','职业装（9）批发','0','9','1','0','1','1341606567','1340776855','1330690819');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1140','男装招商','0','2','1','0','0','1339117010','1339117010','1330692413');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1141','办公室礼仪英语','6','2','1','0','1','1339116602','1337349279','1331200515');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1142','时尚：手机与电脑','6','3','1','1','2','1339037522','1337483925','1331200708');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1143','给老板的礼物','6','10','1','0','0','1341094746','1341094746','1331200930');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1144','用十秒钟讲用十分钟听','1','4','1','0','2','1339732730','1339117266','1331202937');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1145','自我形象定位','1','3','1','1','2','1339117354','1337493594','1331203148');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1146','新款工作服图片','0','5','1','0','3','1340432379','1339555666','1331476445');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1147','职业装搭配','0','7','2','0','2','1340197960','1339244579','1331477321');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1148','职业装的搭配','0','3','1','1','2','1339707990','1337605206','1331476472');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1149','ol职业装','0','4','1','2','2','1341644316','1341644316','1331476472');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1150','杭州七恰服饰有限公司','0','4','1','1','3','1337524551','1335072570','1331476525');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1151','时髦','0','3','1','1','1','1339731918','1339731918','1331476604');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1152','高级','0','2','1','0','1','1339816656','1337590794','1331476804');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1153','在线','0','4','1','0','0','1340588864','1340588864','1331476804');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1154','职业装招聘','0','5','1','1','1','1341843820','1341843820','1331477000');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1155','职业装最新招聘','0','2','1','0','0','1341916994','1341916994','1331477000');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1156','职业装杂志','0','2','1','0','1','1339816889','1337536869','1331477047');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1157','职业装电子杂志','0','4','1','0','1','1341152710','1339040995','1331477047');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1158','职业装电子书','0','4','1','0','0','1339732926','1339732926','1331477047');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1159','女性职业装图片','0','9','1','0','0','1341689675','1341689675','1331477321');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1160','空姐服装','1','6','1','0','0','1341474856','1341474856','1331510767');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1161','职业装的文章','0','4','1','0','1','1341150850','1338859260','1331511333');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1162','关于职业装的资讯','0','4','1','0','1','1339707629','1338085957','1331511333');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1163','工作服展示  图片','5','5','1','0','2','1340964968','1338689449','1331545724');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1164','工作服    图片','5','6','1','0','0','1341916733','1341916733','1331546126');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1165','2012年','0','6','1','0','3','1341686915','1339708052','1331610868');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1166','干练','0','9','1','1','1','1341645343','1341645343','1331724359');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1167','两会','0','6','1','0','0','1341646271','1341646271','1331724359');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1168','小丫','0','6','1','0','1','1341474343','1339816837','1331724359');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1169','装装样子','6','5','1','1','2','1339708029','1338435930','1331899695');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1170','外地','0','8','1','0','0','1341690061','1341690061','1331903010');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1171','知名企业','0','7','1','1','2','1340955444','1339040926','1331903010');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1172','手中','0','7','1','0','0','1341689088','1341689088','1331903010');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1173','落入','0','8','1','0','0','1341916831','1341916831','1331903010');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1174','订单','0','9','1','0','0','1341473524','1341473524','1331903010');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1175','本土','0','7','1','0','1','1341473250','1340697195','1331903010');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1176','产品信息','0','6','1','0','0','1340697209','1340697209','1331993489');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1177','批发信息','0','8','1','1','2','1339707789','1338689483','1331993489');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1178','www.nowhi.co','2','8','1','0','0','1341809482','1341809482','1332159974');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1179','职业装加工','0','8','1','0','3','1341812790','1339707994','1332210408');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1180','高档职业装','0','8','1','0','3','1339707597','1338505739','1332210408');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1181','高档职业装定','0','8','1','0','1','1339816647','1338085991','1332210408');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1182','超萌宝贝','0','7','1','0','0','1341798102','1341798102','1332212823');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1183','Malo','0','12','2','0','0','1341686971','1341686971','1332894955');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1184','爆笑','0','7','2','0','1','1341474279','1339707440','1332849721');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1185','婴儿城','0','8','1','1','2','1339707967','1338435502','1332391520');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1186','效果图','0','9','1','0','0','1341801114','1341801114','1332474330');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1187','色调','0','7','1','0','0','1341916854','1341916854','1332675066');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1188','白灰','0','8','1','0','0','1341473930','1341473930','1332675066');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1189','经典','0','7','1','0','0','1341916810','1341916810','1332675066');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1190','儿童','0','7','1','0','0','1341474165','1341474165','1332849721');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1191','大人','0','7','1','0','2','1339707521','1337484378','1332849721');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1192','摄影师','0','7','2','0','3','1339707832','1337492793','1332894955');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1193','组图','0','7','1','1','1','1341817831','1341817831','1332849721');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1194','衣物','2','9','1','0','1','1341916947','1340956912','1332850926');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1195','服装品牌招商','0','8','1','0','1','1341822456','1340697250','1332863692');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1196','服装加盟','0','7','1','0','1','1341905318','1340697247','1332863692');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1197','服装代理','0','7','1','0','0','1341905978','1341905978','1332863692');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1198','库存服装','0','9','1','1','2','1341474439','1339816704','1332863692');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1199','婴儿','0','9','1','0','0','1340952771','1340952771','1332894955');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1200','名叫','0','7','1','1','3','1339707758','1337490841','1332894955');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1201','行情','0','5','1','0','0','1341811094','1341811094','1333941474');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1202','作用','0','6','1','0','0','1341805867','1341805867','1333941474');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1203','石狮','0','5','1','1','2','1339707838','1337492698','1334199274');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1204','海西','0','5','1','0','0','1341924009','1341924009','1334199274');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1205','产业','0','6','1','0','3','1339707499','1337484252','1334199274');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1206','职场上位的时尚法则','6','6','1','0','0','1341843647','1341843647','1334732012');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1207','你所具备  职场实力','6','6','1','0','0','1341884291','1341884291','1334732226');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1208','职场如何解压','6','5','1','0','0','1341885543','1341885543','1334732405');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1209','心态决定  职业成功','6','6','1','1','3','1339707943','1337518087','1334732517');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1210','生涯规划诀窍','6','6','0','0','0','1341822677','1341822677','1334732617');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1211','毕业生弃驴找马的心态','6','6','1','1','1','1340993583','1340993583','1334732731');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1212','500强  面试经历','6','6','3','0','0','1340432192','1340432192','1334732946');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1213','实习要注意的事项','6','6','1','1','1','1340690349','1340690349','1334733019');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1214','去面试一些建议','6','6','1','1','3','1339707804','1337521059','1334733268');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1215','武汉','0','5','1','1','1','1339707901','1339707901','1334883602');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1216','单位要求着正装','0','4','1','0','1','1339707529','1337523332','1334883602');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1217','贸易知识','0','3','1','1','1','1339306577','1339306577','1335140326');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1218','信用证','0','3','1','0','1','1341882381','1339707944','1335140326');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1219','贸易资讯','0','3','1','1','1','1339634334','1339634334','1335140326');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1220','商务服务','0','4','1','1','2','1339707815','1337843794','1335140326');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1221','金融服务','0','2','1','0','0','1339707699','1339707699','1335140326');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1222','以商会友','0','4','1','0','2','1340529601','1339707958','1335140326');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1223','贸','0','3','1','0','1','1339707749','1338303595','1335140326');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1224','生涯规划','6','4','1','0','2','1340869367','1339707836','1335143554');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1225','全球劳动者关心的事','1','4','1','1','2','1339707806','1338720417','1335268352');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1226','新世纪新工作','1','4','1','1','1','1339707937','1339707937','1335268587');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1227','教你','0','3','1','0','1','1339707693','1338787348','1335270493');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1228','早春','0','3','1','1','1','1339707977','1339707977','1335270493');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1229','联商网','0','3','1','1','1','1339707726','1339707726','1335660395');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1230','零售业','0','2','1','0','0','1339707740','1339707740','1335660395');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1231','资讯','0','5','1','2','3','1339708032','1339081167','1335660395');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1232','培训','0','4','1','1','2','1341335071','1339707787','1335660395');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1233','视频','0','5','1','0','3','1340261778','1339529399','1335660395');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1234','博客','0','3','1','0','1','1341478695','1339707487','1335660395');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1235','论坛','0','4','1','1','2','1341646333','1339707742','1335660395');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1236','最大零售业门户','0','5','1','0','3','1340869155','1338348290','1335660395');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1237','第九届','0','2','1','0','0','1339707532','1339707532','1336174358');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1238','英国大使馆','0','5','1','3','3','1339707963','1339707963','1336174358');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1239','走出去','0','2','1','0','0','1339708036','1339708036','1336174358');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1240','连天红','0','5','1','0','1','1341646258','1339707738','1336480391');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1241','红木家具','0','9','1','0','3','1340881699','1339076327','1336480393');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1242','仙游红木','0','3','1','0','0','1339707917','1339707917','1336480393');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1243','莆田红木','0','5','1','0','1','1341536767','1339707793','1336480393');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1244','鸡翅木','0','4','1','0','2','1340522420','1339124777','1336480393');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1245','红酸枝','0','3','1','0','0','1339707660','1339707660','1336480393');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1246','小叶紫','0','5','1','0','0','1339707921','1339707921','1336480393');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1247','乔治白','0','7','8','0','5','1341643389','1339080496','1341277782');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1248','直营','0','4','1','1','1','1339708013','1339708013','1336480674');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1249','幽灵','0','5','1','0','2','1340803556','1339707971','1336534909');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1250','剧照','0','4','1','1','1','1339707706','1339707706','1336534909');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1251','李妍熙','0','5','1','0','2','1340862929','1339707724','1336534909');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1252','新闻图片','0','4','1','0','0','1339707939','1339707939','1336534909');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1253','专题','0','4','1','0','1','1340359983','1339708026','1336534909');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1254','市场前景','0','3','1','0','0','1341916883','1341916883','1336650695');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1255','理念','0','6','2','1','3','1341646195','1340697303','1340071810');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1256','夏季女性职业装搭配','0','4','1','0','1','1340433006','1339816821','1337167069');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1257','登场','0','3','1','0','0','1340362478','1340362478','1337425277');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1258','新海报','0','6','1','0','1','1341773989','1340360582','1337425277');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1259','公开','0','3','1','0','3','1339816668','1337425277','1337425277');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1260','仙境传说2','0','3','1','0','3','1339816834','1337425277','1337425277');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1261','孩子','0','4','1','1','0','1339816673','1340362743','1337426773');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1262','一头','0','5','1','0','1','1340855025','1340264443','1337426773');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1263','雾水','0','4','1','1','0','1339816804','1340261452','1337426773');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1264','不大','0','5','1','0','1','1341730898','1340265213','1337426773');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1265','办公室','0','6','1','1','0','1339816282','1340360332','1337426773');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1266','奥运','0','5','1','1','0','1339816274','1340362511','1337426773');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1267','冠军','0','5','1','1','0','1339816670','1340265153','1337426773');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1268','景柏','0','4','3','1','0','1339816696','1340362767','1337780482');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1269','泽州县','0','4','1','1','0','1339816868','1340261374','1337426833');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1270','晋城','0','4','2','1','0','1339816691','1340362682','1337780482');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1271','魅力','0','4','1','1','0','1339816905','1340260967','1337658700');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1272','星味','0','4','2','1','0','1339816847','1340262503','1337780390');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1273','通勤','0','5','1','1','0','1339816788','1340261782','1337658700');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1274','营业额','0','5','1','2','1','1339816866','1340360767','1337658746');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1275','36万','0','5','1','0','1','1341774199','1340362568','1337658746');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1276','年内','0','5','1','1','0','1339816730','1340362428','1337658746');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1277','功能性','0','6','2','0','2','1341645610','1340261859','1338162084');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1278','研发','0','5','1','1','0','1339816852','1340264804','1337658788');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1279','学院','0','4','1','1','0','1339816850','1340263400','1337658788');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1280','联','0','4','1','1','0','1339816707','1340362285','1337658788');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1281','穿衣','0','5','1','0','0','1340854982','1340854982','1337780390');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1282','尚感','0','6','1','0','1','1341643492','1340855095','1337780390');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1283','突出','0','5','1','0','0','1340854339','1340854339','1337780390');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1284','一流','0','5','1','0','0','1340861078','1340861078','1337780482');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1285','郑州','0','5','1','0','0','1340859091','1340859091','1338162005');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1286','河南','0','5','1','1','0','1340362785','1340855513','1338162005');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1287','泽州','0','6','1','0','1','1341686567','1340855076','1338162084');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1288','落户','0','6','1','0','1','1341646449','1340858509','1338162084');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1289','研究中心','0','6','1','0','1','1341643886','1340870788','1338162084');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1290','可以','0','7','1','1','1','1341689272','1341689272','1338476544');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1291','很惊','0','7','1','1','1','1341645700','1341645700','1338476545');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1292','屋塔房','0','8','1','2','2','1341643701','1341643701','1338476545');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1293','女星','0','6','1','0','0','1341689620','1341689620','1338476545');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1294','大连西装','0','5','1','0','0','1341688512','1341688512','1338562970');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1295','大连职业装','0','5','1','0','0','1341688659','1341688659','1338562970');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1296','大连工装','0','5','1','0','0','1341688487','1341688487','1338562970');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1297','名牌','2','7','1','0','7','1341432451','1338884882','1338884882');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1298','着装','2','7','1','1','1','1341686863','1341686863','1338885055');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1299','设计中心','0','5','1','0','0','1341643604','1341643604','1339040551');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1300','简历要多语言翻译','0','7','1','0','7','1341689226','1339557033','1339557033');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1301','十大','0','4','1','0','4','1341643636','1340060639','1340060639');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1302','我市','0','4','1','0','4','1341643691','1340070255','1340070255');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1303','规范','0','4','1','0','4','1341645668','1340070255','1340070255');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1304','技术','0','4','1','0','4','1341689224','1340070255','1340070255');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1305','发展','0','5','1','0','5','1341645201','1340071690','1340071690');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1306','潮流','0','3','1','1','3','1340697214','1340071690','1340071690');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1307','白引领','0','5','1','1','5','1341644377','1340071690','1340071690');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1308','趋向','0','4','1','0','4','1341643358','1340071690','1340071690');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1309','专业化','0','4','1','0','4','1341686748','1340071690','1340071690');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1310','行业地位领先','0','5','1','0','5','1341643789','1340071774','1340071774');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1311','致力于','0','3','1','1','3','1340697454','1340071810','1340071810');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1312','差异化','0','4','2','0','4','1341687952','1340071810','1340107977');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1313','定位','0','4','1','0','4','1341645089','1340071810','1340071810');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1314','一股','0','4','4','0','4','1341643854','1340071810','1341586142');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1315','giuseppe','0','4','1','0','4','1341644290','1340107977','1340107977');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1316','产品销售收入','0','4','2','0','4','1341644821','1340107977','1341277782');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1317','钢铁','0','5','2','0','5','1341645432','1340107977','1341277782');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1318','乔治白依托国家政策','0','4','1','0','4','1341643350','1340108009','1340108009');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1319','立足世界职业装之林','0','4','1','0','4','1341689328','1340108009','1340108009');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1320','营销中心','0','5','2','1','5','1341686582','1340108041','1341182935');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1321','版型','0','4','1','0','4','1341644673','1340108073','1340108073');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1322','细分','0','4','1','0','4','1341690012','1340108073','1340108073');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1323','行业','0','3','1','0','3','1340861734','1340108073','1340108073');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1324','烫钻','0','4','1','0','4','1341731797','1340108073','1340108073');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1325','款式','0','4','1','0','4','1341646168','1340108073','1340108073');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1326','品牌影响力','0','4','1','0','4','1341689732','1340108073','1340108073');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1327','钢','0','4','1','0','4','1341645390','1340108073','1340108073');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1328','技术规范','0','4','1','1','4','1341689159','1340796025','1340796025');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1329','OL服饰','0','2','1','0','2','1341917039','1341156126','1341156126');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1330','白领服饰','0','2','1','0','2','1341916490','1341156126','1341156126');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1331','成都','0','2','1','0','2','1341916540','1341182814','1341182814');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1332','服装面料','0','2','1','0','2','1341916657','1341182935','1341182935');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1333','服装企业','0','2','1','0','2','1341916681','1341182935','1341182935');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1334','服装行业','0','2','1','0','2','1341916695','1341182935','1341182935');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1335','公司研究','0','2','1','0','2','1341916744','1341277744','1341277744');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1336','研报','0','2','1','0','2','1341916932','1341277745','1341277745');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1337','股票','0','2','1','0','2','1341916750','1341277745','1341277745');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1338','资本市场','0','2','1','0','2','1341917002','1341277782','1341277782');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1339','服装板块','0','2','1','0','2','1341916651','1341277782','1341277782');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1340','002687','0','1','2','1','1','1341450323','1341450323','1341586142');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1341','元素','0','1','1','1','1','1341450357','1341450357','1341450357');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1342','深圳','0','1','1','1','1','1341538427','1341538427','1341538427');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1343','专注','0','1','1','1','1','1341586142','1341586142','1341586142');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1344','国内','0','1','1','1','1','1341586142','1341586142','1341586142');
